,path,class,label_gran_3,label_gran_5,label_gran_7,label_gran_10,label_gran_20,label_gran_30,label_gran_50,label_gran_70,label_gran_90,label_gran_110,label_gran_130,label_gran_150,label_gran_13,label_gran_15
23741,Shoes/Sneakers and Athletic Shoes/Nike/7965785.320997.jpg,0,0,8,30,41,3854,6383,8552,9126,9309,9373,9384,9384,475,1178
35106,Shoes/Heels/Earthies/8018511.3465.jpg,2,3,9,49,263,850,4416,5672,10610,10827,10902,10913,10913,1035,1130
4691,Shoes/Sneakers and Athletic Shoes/Merrell/7463106.11579.jpg,0,1,1,53,198,1195,1539,1815,1884,1910,1917,1918,1918,1010,154
30914,Boots/Ankle/The North Face/7999449.281183.jpg,1,4,15,46,315,3078,7804,10780,11565,11816,11894,11905,11905,1152,182
37350,Boots/Knee High/Pour La Victoire/8026485.138129.jpg,7,3,9,49,263,2071,6376,12656,13664,13985,14074,14087,14087,1035,1130
24468,Boots/Knee High/Frye/7970325.352793.jpg,7,4,25,73,571,3913,6525,8780,9377,9566,9636,9647,9647,1646,1055
46581,Boots/Mid-Calf/Bates Footwear/8082934.3546.jpg,4,0,18,26,515,3019,4705,11667,12550,16818,16930,16944,16944,951,211
31775,Boots/Knee High/Khombu/8003593.6.jpg,7,3,7,92,385,4657,7978,11054,11864,12125,12203,12214,12214,70,413
10915,Shoes/Sneakers and Athletic Shoes/Salomon/7735313.330270.jpg,0,6,16,21,27,2308,3387,4236,4439,4505,4526,4532,4532,1467,1632
8517,Shoes/Clogs and Mules/Keen/7654889.3.jpg,9,6,16,48,81,1822,2614,3226,3375,3424,3442,3444,3444,923,1438
11199,Shoes/Sneakers and Athletic Shoes/PUMA/7745429.105825.jpg,0,7,14,19,98,1225,1586,3049,3189,3237,3255,3257,3257,488,2396
9209,Boots/Mid-Calf/Ariat/7673633.90721.jpg,4,3,7,8,184,338,375,408,419,425,427,427,427,748,1228
23915,Boots/Mid-Calf/EMU Australia/7967602.574.jpg,4,4,25,73,179,282,2952,3676,3854,3908,3926,3930,3930,1244,2518
14261,Shoes/Clogs and Mules/Crocs/7818347.5927.jpg,9,3,6,12,14,183,484,535,5713,5803,5832,5839,5839,590,2436
3597,Shoes/Heels/Gabriella Rocha/7371547.7153.jpg,2,4,10,69,172,959,1197,1398,1449,1473,1478,1479,1479,708,745
16056,Slippers/Slipper Flats/Foamtreads/7844878.6.jpg,10,5,12,72,331,1540,2132,2577,6425,6538,6572,6579,6579,1044,890
17738,Shoes/Sneakers and Athletic Shoes/adidas Kids/7881680.322300.jpg,0,5,11,15,148,3222,5109,6630,7014,7139,7178,7185,7185,1632,1085
35870,Slippers/Slipper Flats/Acorn/8021143.714.jpg,10,7,26,84,328,1361,5672,12253,13208,13518,13604,13615,13615,544,1740
34417,Boots/Ankle/Geox Kids/8015638.401.jpg,1,1,17,25,365,4888,8509,11870,12778,13070,13153,13164,13164,159,867
4827,Shoes/Flats/MICHAEL Michael Kors/7480209.304.jpg,5,2,5,10,188,302,1587,1873,1944,1970,1977,1978,1978,786,978
19013,Sandals/Flat/David Tate/7894613.2044.jpg,3,3,7,8,291,781,937,7060,7476,7612,7653,7660,7660,637,513
6804,Shoes/Heels/Gabriella Rocha/7586333.3.jpg,2,6,13,58,404,1550,2151,2600,2717,2755,2769,2770,2770,1613,1480
11617,Shoes/Heels/Sofft/7756087.32309.jpg,2,4,15,20,26,98,3562,4483,4702,4771,4793,4799,4799,213,2248
49334,Shoes/Flats/Chinese Laundry/8124174.52967.jpg,5,4,29,75,402,1528,6753,15676,17083,17517,17648,17663,17663,692,359
8808,Shoes/Sneakers and Athletic Shoes/Merrell/7659777.321129.jpg,0,3,6,24,65,1873,2706,3352,3509,3559,3577,3579,3579,1323,1385
13917,Shoes/Clogs and Mules/Merrell/7813539.3.jpg,9,4,15,20,26,2728,4147,5297,5571,5658,5687,5694,5694,1355,1430
36087,Shoes/Flats/Primigi Kids/8022058.13677.jpg,5,0,18,86,318,1899,8770,12312,13272,13585,13671,13682,13682,425,2245
10188,Shoes/Heels/Badgley Mischka/7709949.20705.jpg,2,2,5,10,12,13,13,3926,4121,4184,4204,4209,4209,771,1704
16929,Shoes/Boat Shoes/Sperry Top-Sider/7871313.33699.jpg,11,1,4,18,38,104,476,527,1701,1726,1732,1733,1733,1396,1
37661,Shoes/Flats/Kid Express/8028091.7122.jpg,5,5,20,82,465,4284,7221,9841,10535,10750,10825,10836,10836,612,283
39642,Boots/Knee High/rsvp/8035449.7294.jpg,7,6,27,59,112,3614,5889,12186,13129,13436,13521,13532,13532,523,1757
28930,Sandals/Flat/Justin/7992030.9357.jpg,3,7,14,35,55,4358,7369,10074,10800,11018,11094,11105,11105,939,2511
23602,Shoes/Sneakers and Athletic Shoes/Nike/7964588.369084.jpg,0,7,14,19,98,1441,1936,2321,2417,2453,2464,2465,2465,1485,2325
15152,Boots/Ankle/Polo Ralph Lauren Kids/7832403.365631.jpg,1,1,17,25,365,2385,4480,5766,6079,6177,6210,6217,6217,844,1390
33183,Sandals/Flat/Kate Spade New York/8009895.106.jpg,3,4,15,46,220,410,462,510,522,530,532,532,532,1007,2091
48521,Boots/Knee High/FIEL/8110047.402043.jpg,7,2,3,3,3,671,801,3180,3325,3373,3391,3393,3393,1704,2350
7048,Shoes/Oxfords/Frye/7594667.1606.jpg,8,1,17,25,31,1592,2224,2692,2813,2853,2867,2868,2868,287,1038
36066,Boots/Mid-Calf/Primigi Kids/8022047.3.jpg,4,0,18,86,318,4298,7242,9871,10569,10785,10860,10871,10871,425,1892
3646,Sandals/Flat/Finn Comfort/7374610.160475.jpg,3,3,6,7,321,972,1217,1421,1473,1498,1504,1505,1505,1482,921
8023,Shoes/Sneakers and Athletic Shoes/Converse Kids/7635249.559.jpg,0,7,23,45,204,1735,2462,3027,3166,3214,3232,3234,3234,1237,5
31169,Boots/Knee High/Gabriella Rocha/8000160.3.jpg,7,6,27,59,112,4266,7186,10860,11652,11906,11984,11995,11995,188,2090
37244,Boots/Ankle/Ben Sherman/8025816.325.jpg,1,0,8,30,494,4097,8360,11654,13636,13956,14045,14058,14058,263,172
23469,Sandals/Flat/Yellow Box/7963411.1430.jpg,3,2,5,6,244,1201,6178,8445,9011,9189,9253,9264,9264,95,1465
1275,Boots/Ankle/Vasque/7179847.31429.jpg,1,6,13,65,135,416,472,522,534,542,544,544,544,1368,1577
45017,Shoes/Heels/Seychelles/8072023.429.jpg,2,4,10,37,71,84,89,14693,15983,16385,16496,16509,16509,1212,2270
1480,Boots/Knee High/UGG/7200733.4746.jpg,7,1,1,56,214,399,547,607,627,635,638,638,638,1503,2132
36618,Boots/Ankle/Diba/8023938.371119.jpg,1,4,25,73,161,4443,8842,12447,13426,13740,13827,13838,13838,803,1611
42154,Boots/Ankle/Donald J Pliner/8050349.183092.jpg,1,4,25,73,179,593,694,776,799,810,813,813,813,1244,2518
40141,Boots/Ankle/MIA/8038668.20.jpg,1,6,27,59,112,4266,7186,10860,11652,11906,11984,11995,11995,188,2090
3038,Shoes/Oxfords/Jumping Jacks Kids/7325337.751.jpg,8,1,4,18,257,846,1030,1180,1219,1238,1242,1242,1242,832,763
35691,Boots/Ankle/Eric Michael/8020608.6.jpg,1,3,9,49,263,2071,4437,5703,9608,9799,9870,9881,9881,1035,1130
44738,Boots/Mid-Calf/adidas Kids/8070037.388186.jpg,4,1,4,18,149,3192,10113,14626,15910,16308,16418,16431,16431,1604,1663
7153,Shoes/Boat Shoes/Frye/7599417.274102.jpg,11,3,7,54,355,1612,2250,2724,2845,2886,2900,2901,2901,1586,2143
20948,Shoes/Sneakers and Athletic Shoes/adidas Outdoor/7921352.335444.jpg,0,5,12,72,331,3606,5872,7726,8196,8354,8400,8407,8407,1083,477
46789,Boots/Knee High/UGG/8085109.18.jpg,7,3,9,49,181,591,798,3847,4035,4095,4115,4120,4120,709,2053
30986,Shoes/Flats/Beeko/7999608.9.jpg,5,0,18,86,318,938,1310,1532,1592,1617,1623,1624,1624,425,2245
43863,Shoes/Heels/Sergio Rossi/8063450.384780.jpg,2,3,7,54,251,545,1621,3769,3953,4012,4031,4035,4035,1069,658
22846,Shoes/Sneakers and Athletic Shoes/ECCO/7950160.3.jpg,0,1,17,25,117,2292,3544,4459,4677,4746,4768,4774,4774,1339,2282
16013,Shoes/Sneakers and Athletic Shoes/New Balance Kids/7844056.742.jpg,0,7,14,19,165,2605,4716,6081,6415,6526,6560,6567,6567,986,487
4718,Shoes/Sneakers and Athletic Shoes/Lakai/7465227.33900.jpg,0,7,14,19,98,378,424,1511,1568,1593,1599,1600,1600,696,1866
44909,Boots/Ankle/Martino/8071344.5319.jpg,1,3,9,34,236,2060,3008,3750,3932,3989,4008,4012,4012,1444,153
29369,Shoes/Sneakers and Athletic Shoes/Cole Haan/7993559.5492.jpg,0,0,18,26,379,2575,3891,4947,10967,11190,11267,11278,11278,601,1264
40869,Boots/Ankle/Easy Spirit/8042732.4854.jpg,1,4,25,73,179,1488,2032,2450,14783,15139,15237,15250,15250,1252,228
5233,Sandals/Flat/Naot Footwear/7507308.226707.jpg,3,3,6,7,8,145,1710,2035,2116,2147,2156,2157,2157,999,1717
21704,Shoes/Sneakers and Athletic Shoes/EVOLV/7928658.339215.jpg,0,6,16,21,206,425,1028,1178,1216,1234,1238,1238,1238,697,2501
21605,Sandals/Flat/Gentle Souls/7927122.3.jpg,3,2,5,10,12,1206,3722,4712,4943,5017,5041,5047,5047,771,1704
48741,Boots/Mid-Calf/Hunter/8113234.1162.jpg,4,6,13,58,111,161,174,180,2550,2586,2598,2599,2599,184,2277
9201,Shoes/Sneakers and Athletic Shoes/SKECHERS/7673191.8892.jpg,0,6,27,74,299,1138,1455,3532,3699,3752,3770,3774,3774,550,926
32890,Shoes/Flats/Garvalin Kids/8008411.632.jpg,5,0,18,87,372,2007,7173,9773,10465,10674,10749,10760,10760,1773,2106
19484,Shoes/Flats/Dirty Laundry/7899392.2190.jpg,5,4,25,47,221,579,5511,7210,7640,7780,7822,7829,7829,148,2180
38640,Boots/Ankle/Pedro Garcia/8030943.82.jpg,1,3,9,49,82,109,4331,11053,11862,12123,12201,12212,12212,1447,1117
26909,Shoes/Flats/Burberry/7980142.223596.jpg,5,3,7,54,355,1177,6938,9438,10083,10284,10358,10369,10369,1586,1109
31331,Shoes/Boat Shoes/KORS Michael Kors/8000925.132500.jpg,11,6,24,44,411,2047,5635,7373,7812,7963,8007,8014,8014,1098,1057
23628,Boots/Mid-Calf/Giuseppe Zanotti/7964873.3.jpg,4,4,25,73,161,1106,6358,8507,9077,9257,9321,9332,9332,1443,1433
4030,Shoes/Heels/LAUREN Ralph Lauren/7406098.401.jpg,2,6,16,48,81,154,1208,1559,1619,1644,1650,1651,1651,1363,1413
41823,Sandals/Flat/Gypsy SOULE/8047535.18.jpg,3,3,6,12,94,2286,3347,4181,12254,12527,12607,12618,12618,1608,306
14863,Shoes/Prewalker/Bloch Kids/7827445.23517.jpg,13,1,17,41,306,840,4398,5649,5948,6045,6077,6084,6084,1619,2372
39313,Slippers/Slipper Flats/Old Friend/8033824.18.jpg,10,7,26,84,328,1361,5669,12847,14279,14619,14714,14727,14727,544,1740
2970,Shoes/Sneakers and Athletic Shoes/TIC TAC TOES/7315024.3.jpg,0,1,17,25,117,832,1009,1154,1191,1209,1213,1213,1213,1157,730
1842,Sandals/Flat/Chaco/7222237.3.jpg,3,6,16,21,27,560,652,726,749,759,762,762,762,1612,2028
2672,Sandals/Flat/Reef/7294253.377490.jpg,3,6,16,48,252,762,915,1042,1072,1087,1091,1091,1091,1635,2298
38337,Boots/Knee High/Annie/8030313.249356.jpg,7,4,25,73,179,593,694,9468,10122,10324,10398,10409,10409,1244,2518
36658,Boots/Ankle/Diba/8024020.594.jpg,1,4,29,76,478,3006,6501,8742,9337,9526,9595,9606,9606,176,1387
44031,Shoes/Loafers/Stuart Weitzman/8064136.5190.jpg,6,4,15,20,26,324,10012,14442,15700,16087,16195,16208,16208,213,1662
11916,Shoes/Flats/Pazitos/7764181.120139.jpg,5,5,11,28,196,2437,3622,4574,4799,4872,4894,4900,4900,1638,2174
20806,Sandals/Flat/Kate Spade New York/7919429.358857.jpg,3,3,6,7,10,1025,3721,4710,4941,5015,8005,8012,8012,1005,1432
9100,Shoes/Sneakers and Athletic Shoes/Clae/7670784.368246.jpg,0,1,17,25,117,1933,2810,3491,3653,3705,3723,3727,3727,599,111
41010,Boots/Ankle/Steve Madden/8043424.3.jpg,1,2,30,68,211,5346,9566,13668,14826,15184,15282,15295,15295,328,2330
44421,Sandals/Flat/Badgley Mischka/8067292.933.jpg,3,3,6,12,14,183,3582,4512,4735,4807,4829,4835,4835,590,2436
5062,Slippers/Slipper Flats/Patricia Green/7499018.5853.jpg,10,4,15,20,26,574,1658,1968,2045,2073,2081,2082,2082,1759,539
16901,Shoes/Sneakers and Athletic Shoes/Anne Klein/7870005.80.jpg,0,6,13,58,138,3147,4972,6420,6788,6909,6946,6953,6953,24,315
31213,Shoes/Sneakers and Athletic Shoes/SKECHERS/8000604.13952.jpg,0,1,17,25,117,4604,7876,10878,11671,11925,12003,12014,12014,1339,1897
3601,Shoes/Sneakers and Athletic Shoes/Keds/7372347.3.jpg,0,4,10,37,58,66,71,1401,1452,1476,1481,1482,1482,893,326
11355,Sandals/Flat/Naot Footwear/7749006.275185.jpg,3,2,5,10,12,1206,1560,4396,4607,4675,4697,4703,4703,771,1704
37132,Boots/Ankle/Giuseppe Zanotti/8025527.585.jpg,1,4,29,76,173,1915,6357,12590,13589,13906,13995,14008,14008,530,1039
415,Shoes/Sneakers and Athletic Shoes/adidas/115191.151.jpg,0,1,4,18,22,135,146,152,153,158,160,160,160,579,1067
43249,Shoes/Heels/Betsey Johnson/8058417.1084.jpg,2,2,30,91,298,810,9918,14257,15492,15867,15973,15986,15986,950,1702
38091,Boots/Knee High/Calvin Klein/8029514.372974.jpg,7,3,9,49,263,2071,3023,3771,13919,14248,14340,14353,14353,1035,1130
39167,Boots/Mid-Calf/UGG Kids/8032678.1388.jpg,4,5,20,31,340,4892,8517,11889,12797,13091,13174,13185,13185,1095,2291
25857,Shoes/Loafers/Stuart Weitzman/7976698.103636.jpg,6,3,9,13,113,163,1216,1420,1472,1497,1503,1504,1504,1258,966
8867,Shoes/Loafers/Calvin Klein/7661799.393071.jpg,6,1,2,102,399,1826,2733,3386,3543,3593,3611,3613,3613,780,258
6119,Shoes/Sneakers and Athletic Shoes/Brooks/7554631.315252.jpg,0,4,15,22,79,1442,1937,2322,2418,2454,2465,2466,2466,353,700
735,Boots/Ankle/Asolo/7134414.19071.jpg,1,6,16,42,69,259,282,301,309,315,317,317,317,1758,637
18849,Shoes/Boat Shoes/Keen/7892996.122077.jpg,11,6,24,112,535,3345,5358,6987,7402,7536,7577,7584,7584,1648,2559
15533,Slippers/Slipper Flats/Acorn Kids/7838004.120560.jpg,10,5,12,72,153,2970,4584,5910,6231,6334,6367,6374,6374,1548,1737
33409,Shoes/Flats/Moschino/8011507.3.jpg,5,7,26,93,310,4301,8322,11597,12469,12747,12828,12839,12839,1076,1397
21289,Shoes/Sneakers and Athletic Shoes/Nike/7925462.353298.jpg,0,7,14,19,98,570,664,740,763,774,777,777,777,488,2396
35259,Shoes/Sneakers and Athletic Shoes/Nike/8019021.369508.jpg,0,7,14,19,98,4935,8628,12091,13024,13328,13412,13423,13423,314,1629
995,Shoes/Boat Shoes/Sperry Top-Sider/7161124.16091.jpg,11,3,6,24,65,357,400,441,453,459,461,461,461,51,738
31146,Boots/Ankle/Robert Clergerie/7999984.3.jpg,1,2,30,88,312,881,7858,10855,11644,11898,11976,11987,11987,1186,1453
28078,Boots/Mid-Calf/Bogs/7987424.5540.jpg,4,4,25,73,161,1464,1988,2388,2487,2523,2534,2535,2535,675,37
23525,Shoes/Sneakers and Athletic Shoes/Nike/7964029.367005.jpg,0,1,4,18,38,3268,5213,8467,9036,9214,9278,9289,9289,528,26
31848,Boots/Mid-Calf/Cushe/8003806.949.jpg,4,4,25,64,126,4665,7997,11085,11896,12157,12235,12246,12246,1714,2085
7916,Sandals/Flat/Cobian/7629044.1892.jpg,3,6,16,48,81,160,1767,2991,3128,3175,3193,3195,3195,1456,2347
37136,Shoes/Sneakers and Athletic Shoes/Bikkembergs/8025533.157896.jpg,0,4,25,73,161,4838,8931,12592,13591,13908,13997,14010,14010,205,91
34332,Boots/Ankle/Gabor/8015473.368177.jpg,1,4,25,64,260,866,7351,11832,12735,13027,13110,13121,13121,1154,1775
43202,Shoes/Loafers/Sanuk/8058002.3.jpg,6,6,16,48,81,768,9913,14249,15483,15858,15964,15977,15977,1363,2203
10388,Shoes/Oxfords/Keen Utility/7719060.3.jpg,8,1,1,1,107,2190,3204,4016,4215,4279,4299,4304,4304,1813,1184
14726,Sandals/Flat/Scott Hawaii/7823339.3.jpg,3,5,11,57,108,738,885,5593,5889,5986,6016,6023,6023,375,1136
20050,Shoes/Clogs and Mules/Timberland PRO/7907654.331578.jpg,9,6,13,17,20,3490,5658,7410,7850,8002,8046,8053,8053,1343,576
48339,Boots/Ankle/Irish Setter/8107910.6.jpg,1,0,0,0,146,780,936,4681,4911,4984,5007,5013,5013,1364,1650
8325,Shoes/Heels/Frye/7648426.289851.jpg,2,3,7,92,427,1786,2552,3147,3291,3339,3357,3359,3359,650,1411
38044,Shoes/Sneakers and Athletic Shoes/Newton Running/8029424.128267.jpg,0,5,11,15,18,19,19,19,19,20,20,20,20,1165,1969
20094,Shoes/Loafers/Cole Haan/7908021.3.jpg,6,2,22,66,346,1517,3239,4057,4259,4324,4344,4349,4349,1367,1091
24092,Slippers/Slipper Flats/Haflinger Kids/7968493.2042.jpg,10,7,26,84,258,658,784,881,9268,9457,9525,9536,9536,139,2103
44767,Shoes/Flats/Blowfish/8070343.388321.jpg,5,6,24,44,205,1226,1624,14644,15928,16327,16437,16450,16450,1731,641
29570,Shoes/Flats/Trotters/7994243.362212.jpg,5,3,7,54,251,545,634,707,730,740,743,743,743,1069,658
3432,Shoes/Loafers/Cole Haan/7353978.768.jpg,6,0,8,40,67,77,82,84,85,86,87,87,87,1849,1422
19912,Shoes/Heels/Seychelles/7904204.390846.jpg,2,6,24,94,314,2566,5629,7361,7799,7949,7992,7999,7999,280,627
16614,Sandals/Flat/Justin/7862962.6.jpg,3,4,15,20,93,3111,4896,6316,6678,6797,6833,6840,6840,320,1435
35184,Shoes/Heels/Calvin Klein/8018748.401.jpg,2,4,29,76,173,2156,8617,12072,13005,13309,13393,13404,13404,530,1039
36281,Shoes/Loafers/Splendid/8022563.191136.jpg,6,2,30,91,298,810,1340,12362,13330,13643,13730,13741,13741,950,1702
33110,Shoes/Sneakers and Athletic Shoes/Cushe/8009654.3.jpg,0,7,26,51,259,4250,7160,11496,12352,12626,12707,12718,12718,687,1321
41043,Shoes/Heels/Pelle Moda/8043498.603.jpg,2,3,6,7,10,1025,3721,4710,4941,5015,8005,8012,8012,1005,1432
38308,Boots/Mid-Calf/Roper/8030287.3.jpg,4,4,29,76,173,2140,5190,12927,13981,14311,14404,14417,14417,966,225
34837,Boots/Ankle/Ralph Lauren Collection/8017309.325.jpg,1,2,22,60,439,1935,3036,3792,3976,13197,13280,13291,13291,80,2466
37345,Shoes/Sneakers and Athletic Shoes/adidas/8026455.371842.jpg,0,7,14,19,98,3293,5257,6838,7244,9242,9306,9317,9317,488,2458
38744,Boots/Knee High/MICHAEL Michael Kors/8031269.3.jpg,7,3,9,49,181,591,692,774,797,808,811,811,811,709,2053
12856,Shoes/Oxfords/Frye/7792844.47429.jpg,8,7,26,51,270,2555,3850,4884,5130,5209,5235,5241,5241,1706,1471
34651,Shoes/Clogs and Mules/Haflinger/8016598.93554.jpg,9,6,27,74,167,254,277,293,301,13137,13220,13231,13231,1036,1628
27201,Boots/Ankle/Sorel/7982301.9800.jpg,1,7,26,51,85,4174,7016,9535,10195,10399,10473,10484,10484,392,369
43076,Shoes/Sneakers and Athletic Shoes/Brooks/8056763.382147.jpg,0,4,15,22,79,1774,2528,6839,7245,9237,9301,9312,9312,480,1881
44297,Shoes/Heels/Donald J Pliner/8065818.385812.jpg,2,3,6,12,14,115,417,8741,9336,9525,9594,9605,9605,590,2436
4110,Shoes/Sneakers and Athletic Shoes/Osiris/7415747.373271.jpg,0,1,4,18,22,392,441,1590,1650,1675,1681,1682,1682,1351,581
39609,Boots/Knee High/adidas Y-3 by Yohji Yamamoto/8035280.374777.jpg,7,2,3,3,282,822,994,13282,14390,14732,14829,14842,14842,1466,953
7621,Shoes/Heels/Nina/7615490.202023.jpg,2,4,15,20,26,98,684,2892,3022,3064,3079,3081,3081,213,2248
31966,Boots/Mid-Calf/Agatha Ruiz De La Prada Kids/8004191.18055.jpg,4,5,20,81,264,1860,8036,11135,11951,12215,12293,12304,12304,847,364
39557,Boots/Mid-Calf/Khombu Kids/8034848.767.jpg,4,5,20,31,589,5235,9328,13257,14364,14706,14803,14816,14816,607,1851
15760,Boots/Ankle/UGG/7841067.84.jpg,1,5,11,15,290,778,4646,5984,6311,6416,6450,6457,6457,1511,1473
45220,Shoes/Sneakers and Athletic Shoes/Polo Ralph Lauren/8073221.389945.jpg,0,7,14,19,98,921,1142,3068,3209,3257,3275,3277,3277,1267,121
43075,Shoes/Sneakers and Athletic Shoes/Brooks/8056763.382146.jpg,0,4,15,22,79,1774,2528,6839,7245,9237,9301,9312,9312,480,1881
34430,Shoes/Sneakers and Athletic Shoes/Geox Kids/8015679.13952.jpg,0,5,11,28,143,1170,1903,2271,8493,8661,8714,8722,8722,1614,1300
35967,Boots/Ankle/Dunham/8021815.25295.jpg,1,1,17,36,370,4997,8756,12284,13240,13552,13638,13649,13649,1655,370
24256,Shoes/Flats/See by Chloe/7969510.585.jpg,5,4,25,47,221,1842,2642,3270,9079,9259,9323,9334,9334,106,67
24128,Boots/Ankle/Sperry Top-Sider/7969026.401.jpg,1,7,23,39,266,2700,6469,8695,9286,9475,9544,9555,9555,1734,2096
8221,Shoes/Sneakers and Athletic Shoes/Tretorn/7645819.290363.jpg,0,1,4,18,38,1508,2525,3111,3253,3301,3319,3321,3321,1015,2558
7799,Shoes/Flats/Nina Kids/7623538.732.jpg,5,1,1,53,273,664,791,2947,3083,3129,3146,3148,3148,374,1985
33779,Boots/Ankle/Lacoste/8013744.325.jpg,1,0,8,30,41,431,2051,2475,2582,2618,2630,2631,2631,1493,1251
13618,Shoes/Heels/Dansko/7809370.16583.jpg,2,2,22,60,114,1200,2484,5175,5443,5525,5554,5561,5561,117,435
1801,Boots/Mid-Calf/Tundra Kids Boots/7220967.3.jpg,4,5,12,70,151,504,636,709,732,742,745,745,745,56,1982
28723,Shoes/Sneakers and Athletic Shoes/PUMA/7990941.361000.jpg,0,7,14,19,98,4337,7332,10011,10729,10946,11022,11033,11033,1479,240
46148,Shoes/Flats/SoftWalk/8080507.392678.jpg,5,2,22,66,224,427,4875,14979,16291,16700,16812,16825,16825,602,1219
38145,Shoes/Flats/Pablosky Kids/8029607.7.jpg,5,5,20,81,264,937,6157,12887,13934,14264,14356,14369,14369,1684,1226
47452,Shoes/Sneakers and Athletic Shoes/Shimano/8092131.3.jpg,0,7,14,52,87,5481,9939,14290,15531,15907,16013,16026,16026,582,968
8019,Shoes/Loafers/Polo Ralph Lauren/7635174.167936.jpg,6,0,8,40,145,215,2461,3025,3164,3212,3230,3232,3232,1163,861
13192,Boots/Ankle/Sorel/7798224.292999.jpg,1,0,8,30,41,1196,3946,5018,5272,5353,5380,5387,5387,88,2405
29308,Shoes/Heels/Jambu/7993441.1072.jpg,2,3,9,13,15,16,4391,10214,10945,11167,11244,11255,11255,551,259
829,Shoes/Loafers/Shoe Be Doo/7145466.492.jpg,6,1,4,11,189,306,336,363,371,377,379,379,379,381,698
30629,Shoes/Flats/See Kai Run Kids/7998643.574.jpg,5,1,17,36,329,1036,1312,10674,11449,11693,11771,11782,11782,256,1665
19412,Shoes/Sneakers and Athletic Shoes/Vivobarefoot/7898371.3.jpg,0,4,15,46,77,97,1551,1827,7618,7758,7800,7807,7807,734,1180
31015,Shoes/Firstwalker/Stride Rite/7999643.8326.jpg,12,0,0,5,335,4574,7826,10807,11593,11846,11924,11935,11935,1674,788
33157,Boots/Ankle/BRUNO MAGLI/8009796.325.jpg,1,0,31,77,438,2455,6110,11510,12369,12643,12724,12735,12735,718,578
24062,Slippers/Slipper Flats/Haflinger Kids/7968476.559.jpg,10,5,20,81,264,937,1163,1355,9263,9450,9516,9527,9527,1684,1226
16182,Shoes/Flats/Ragg Kids/7847721.574.jpg,5,7,14,52,160,250,1838,3710,3890,3946,3964,3968,3968,862,1427
25486,Shoes/Flats/PUMA/7975767.382651.jpg,5,3,9,13,15,4023,6719,9069,9687,9882,9953,9964,9964,712,2543
4084,Shoes/Sneakers and Athletic Shoes/New Balance Classics/7413097.124204.jpg,0,4,15,22,28,1062,1350,1580,1640,1665,1671,1672,1672,1745,1795
30928,Boots/Mid-Calf/The North Face/7999468.363806.jpg,4,4,29,62,119,174,188,10786,11571,11822,11900,11911,11911,1187,323
42060,Shoes/Flats/Sam Edelman/8049092.35560.jpg,5,6,27,74,299,815,985,2275,15149,15518,15623,15636,15636,272,1918
16893,Boots/Ankle/Blundstone/7869548.26318.jpg,1,2,3,3,247,3146,4971,6418,6786,6907,6944,6951,6951,11,147
39199,Boots/Knee High/Anne Klein/8032745.310.jpg,7,3,9,49,181,591,692,774,797,808,811,811,811,709,2053
30091,Shoes/Sneakers and Athletic Shoes/Rockport/7996734.3.jpg,0,7,26,51,259,2680,4077,5200,5469,5553,11556,11567,11567,310,1478
39690,Sandals/Flat/Ros Hommerson/8035823.374934.jpg,3,4,15,20,209,880,1505,13302,14416,14758,14855,14868,14868,669,1975
40268,Shoes/Flats/Burberry/8039425.7.jpg,5,4,29,75,402,5308,9469,13477,14614,14965,15062,15075,15075,324,2119
10423,Shoes/Sneakers and Athletic Shoes/The North Face/7719551.235748.jpg,0,5,11,28,35,555,647,4025,4225,4290,4310,4315,4315,645,1701
35236,Shoes/Sneakers and Athletic Shoes/Geox Kids/8018887.369384.jpg,0,5,20,81,357,3046,4749,6129,6466,6581,6615,6622,6622,554,1468
23930,Boots/Mid-Calf/EMU Australia/7967680.3.jpg,4,3,9,49,263,3873,6425,8621,9198,9383,9448,9459,9459,1035,1760
11161,Shoes/Heels/David Tate/7743581.492.jpg,2,3,6,12,100,443,505,4329,4537,4603,4625,4631,4631,1251,474
19883,Shoes/Sneakers and Athletic Shoes/PUMA/7903849.105825.jpg,0,0,8,9,11,3479,5627,7358,7795,7945,7988,7995,7995,1197,2374
27914,Shoes/Sneakers and Athletic Shoes/Merrell/7987176.30799.jpg,0,4,25,64,260,2427,7168,9765,10457,10666,10741,10752,10752,1154,1775
3749,Shoes/Boat Shoes/Sperry Top-Sider/7382958.107572.jpg,11,1,4,18,22,433,1253,1465,1519,1544,1550,1551,1551,579,1797
32867,Shoes/Heels/Juicy Couture/8008365.247701.jpg,2,3,7,54,251,545,1621,1913,1985,2013,2021,2022,2022,1069,658
20626,Shoes/Sneakers and Athletic Shoes/Scarpa/7917494.334288.jpg,0,5,11,28,35,351,392,427,438,444,446,446,446,645,1701
33133,Shoes/Flats/Kate Spade New York/8009734.113623.jpg,5,4,29,75,342,1224,3903,11503,12360,12634,12715,12726,12726,592,990
37518,Shoes/Flats/Hush Puppies Kids/8027335.18885.jpg,5,5,20,81,264,5106,8990,12710,13726,14048,14137,14150,14150,1684,471
