,path,class,image_id,label_gran_3,label_gran_5,label_gran_7,label_gran_10,label_gran_15,label_gran_20,label_gran_25,label_gran_30,label_gran_50,label_gran_70,label_gran_100,label_gran_150,label_gran_200,label_gran_300
2006,036.Northern_Flicker/Northern_Flicker_0132_28313.jpg,36,2007,5,8,68,22,1157,990,457,2938,1347,3151,2610,3273,2777,1463
2008,036.Northern_Flicker/Northern_Flicker_0105_28836.jpg,36,2009,6,16,49,540,2092,589,5018,33,5180,2797,890,5909,3664,688
2010,036.Northern_Flicker/Northern_Flicker_0035_28332.jpg,36,2011,7,28,45,95,1440,375,3449,5100,3799,2703,1330,5578,3208,840
2011,036.Northern_Flicker/Northern_Flicker_0078_28338.jpg,36,2012,7,13,25,430,1960,1466,3360,3468,592,2181,4402,138,5565,727
2012,036.Northern_Flicker/Northern_Flicker_0077_28341.jpg,36,2013,0,26,44,33,2108,278,1794,1015,3714,3034,5499,3348,4907,5535
2016,036.Northern_Flicker/Northern_Flicker_0085_28378.jpg,36,2017,0,10,88,279,1865,3202,3840,521,75,5708,1010,917,5286,5887
2017,036.Northern_Flicker/Northern_Flicker_0123_28381.jpg,36,2018,0,10,89,297,575,2936,1646,4193,3626,4389,5005,1676,3720,169
2018,036.Northern_Flicker/Northern_Flicker_0004_28854.jpg,36,2019,7,13,25,559,2101,2598,2671,2931,2095,3157,1628,309,3768,1323
2021,036.Northern_Flicker/Northern_Flicker_0054_28913.jpg,36,2022,0,26,106,259,1173,1987,1828,1410,5483,1173,4630,5118,3247,3791
2022,036.Northern_Flicker/Northern_Flicker_0111_28402.jpg,36,2023,0,26,44,613,1958,284,3356,4438,3158,2402,902,5943,555,4374
2024,036.Northern_Flicker/Northern_Flicker_0139_28419.jpg,36,2025,5,30,117,296,1493,4062,1507,4988,842,4885,4527,380,1399,212
2025,036.Northern_Flicker/Northern_Flicker_0095_28938.jpg,36,2026,2,18,92,618,206,2208,5240,2411,4437,5382,4492,497,1749,2304
2027,036.Northern_Flicker/Northern_Flicker_0106_28441.jpg,36,2028,0,10,88,708,2298,2665,2987,2495,3339,633,4228,4693,703,3808
2032,036.Northern_Flicker/Northern_Flicker_0011_28466.jpg,36,2033,6,16,86,523,124,3810,4937,4156,2464,408,2675,2455,2893,5449
2033,036.Northern_Flicker/Northern_Flicker_0138_28476.jpg,36,2034,0,10,88,279,1574,2541,4958,4317,2369,4445,3086,2603,4087,321
2035,036.Northern_Flicker/Northern_Flicker_0059_28488.jpg,36,2036,0,26,106,401,568,1471,1750,2849,4992,3953,1051,2064,3136,4311
2037,036.Northern_Flicker/Northern_Flicker_0118_28500.jpg,36,2038,5,8,90,181,1491,678,2453,1383,4574,1482,3173,3179,288,5538
2040,036.Northern_Flicker/Northern_Flicker_0024_29041.jpg,36,2041,7,6,8,183,1995,3388,3892,2654,3143,4750,805,3343,440,4418
2041,036.Northern_Flicker/Northern_Flicker_0008_28591.jpg,36,2042,0,10,88,519,171,2925,5144,4722,1661,5148,137,2120,1637,5152
2043,036.Northern_Flicker/Northern_Flicker_0110_28602.jpg,36,2044,1,17,110,93,2324,2318,5013,2638,561,2877,1657,4845,4995,1648
2044,036.Northern_Flicker/Northern_Flicker_0016_28603.jpg,36,2045,5,8,90,181,1923,3007,5254,2615,3874,1937,4577,186,5146,3868
2045,036.Northern_Flicker/Northern_Flicker_0057_28606.jpg,36,2046,5,8,90,520,1886,527,1395,3800,2377,2773,4257,976,5097,4684
2046,036.Northern_Flicker/Northern_Flicker_0096_28623.jpg,36,2047,6,16,49,660,2082,1910,3348,951,3437,2097,4857,2504,4286,1239
2049,036.Northern_Flicker/Northern_Flicker_0069_28924.jpg,36,2050,7,13,25,683,2076,1441,2669,2872,5129,5070,5311,1387,302,5003
2051,036.Northern_Flicker/Northern_Flicker_0107_28667.jpg,36,2052,7,6,8,264,928,1992,771,200,2650,3203,479,4243,5788,4773
2052,037.Acadian_Flycatcher/Acadian_Flycatcher_0066_29190.jpg,37,2053,2,19,113,641,1467,2415,1084,2781,4114,931,3379,3539,4489,1895
2053,037.Acadian_Flycatcher/Acadian_Flycatcher_0033_29195.jpg,37,2054,7,22,119,124,1279,2070,4931,1740,2056,5555,5599,4260,576,2391
2054,037.Acadian_Flycatcher/Acadian_Flycatcher_0067_29197.jpg,37,2055,5,30,12,432,203,766,553,5599,222,750,4711,592,691,3290
2055,037.Acadian_Flycatcher/Acadian_Flycatcher_0010_29199.jpg,37,2056,3,4,72,466,1787,1023,5206,75,1013,3572,4262,3796,467,985
2057,037.Acadian_Flycatcher/Acadian_Flycatcher_0016_29217.jpg,37,2058,4,29,82,675,280,2260,669,3944,2001,3422,1625,3909,2811,1522
2060,037.Acadian_Flycatcher/Acadian_Flycatcher_0009_29155.jpg,37,2061,5,5,103,150,2094,360,3175,1361,4056,192,5335,3201,3406,656
2064,037.Acadian_Flycatcher/Acadian_Flycatcher_0020_29069.jpg,37,2065,1,11,84,529,1425,2895,4582,5167,4484,2547,5589,287,3601,202
2065,037.Acadian_Flycatcher/Acadian_Flycatcher_0065_29070.jpg,37,2066,3,4,6,304,1285,686,3498,1591,2161,4212,3279,2298,5966,4922
2067,037.Acadian_Flycatcher/Acadian_Flycatcher_0056_29086.jpg,37,2068,4,29,14,112,1446,777,24,1074,2579,5836,4960,1704,3592,4597
2068,037.Acadian_Flycatcher/Acadian_Flycatcher_0003_29094.jpg,37,2069,5,27,102,635,1620,1598,3679,4555,1617,5732,3681,329,5830,2083
2070,037.Acadian_Flycatcher/Acadian_Flycatcher_0054_29113.jpg,37,2071,3,4,56,710,1910,1782,2563,5243,2616,4746,4405,1612,4122,390
2077,037.Acadian_Flycatcher/Acadian_Flycatcher_0063_795585.jpg,37,2078,0,21,31,650,891,645,5146,3035,1452,2627,393,4295,3880,2095
2078,037.Acadian_Flycatcher/Acadian_Flycatcher_0045_795587.jpg,37,2079,6,7,111,750,1777,621,2847,4572,2613,3538,5096,1075,496,4448
2079,037.Acadian_Flycatcher/Acadian_Flycatcher_0068_795590.jpg,37,2080,3,4,72,701,37,1988,2102,4468,294,5139,1335,4814,367,753
2081,037.Acadian_Flycatcher/Acadian_Flycatcher_0019_795592.jpg,37,2082,7,28,45,114,431,2546,4620,4298,176,31,3567,3717,4477,1082
2082,037.Acadian_Flycatcher/Acadian_Flycatcher_0047_795593.jpg,37,2083,1,12,53,506,710,143,4869,4234,4546,3258,3250,3641,3446,4464
2084,037.Acadian_Flycatcher/Acadian_Flycatcher_0006_795595.jpg,37,2085,5,27,15,56,1869,1333,3202,1845,2099,5816,3837,4955,1242,1560
2086,037.Acadian_Flycatcher/Acadian_Flycatcher_0017_795598.jpg,37,2087,2,19,120,600,984,2332,2357,4241,1510,3481,4251,3706,690,2915
2087,037.Acadian_Flycatcher/Acadian_Flycatcher_0008_795599.jpg,37,2088,5,30,12,432,203,1952,3664,3269,3210,5116,4842,4886,5786,5772
2088,037.Acadian_Flycatcher/Acadian_Flycatcher_0007_795600.jpg,37,2089,3,4,56,710,1910,1253,26,1132,2886,5589,510,1770,1649,5737
2089,037.Acadian_Flycatcher/Acadian_Flycatcher_0058_795602.jpg,37,2090,4,29,32,616,520,2600,4826,3753,3825,5479,3068,2374,584,2612
2093,037.Acadian_Flycatcher/Acadian_Flycatcher_0039_795606.jpg,37,2094,3,4,56,710,1708,1504,2867,5363,2037,3334,2048,3890,1181,4904
2094,037.Acadian_Flycatcher/Acadian_Flycatcher_0014_795607.jpg,37,2095,2,19,113,510,416,3919,15,578,1917,75,2281,1877,948,2318
2096,037.Acadian_Flycatcher/Acadian_Flycatcher_0055_795609.jpg,37,2097,5,5,38,649,815,1570,1325,1037,314,4408,1287,692,3158,532
2098,037.Acadian_Flycatcher/Acadian_Flycatcher_0028_795611.jpg,37,2099,6,7,39,303,142,3754,737,1550,3301,4753,600,4185,1560,1528
2101,037.Acadian_Flycatcher/Acadian_Flycatcher_0035_795618.jpg,37,2102,4,29,32,129,408,277,3579,3265,1119,5882,1061,2569,443,901
2102,037.Acadian_Flycatcher/Acadian_Flycatcher_0053_795620.jpg,37,2103,6,2,33,615,423,193,905,2881,930,2940,4794,2214,3894,3346
2104,037.Acadian_Flycatcher/Acadian_Flycatcher_0032_795622.jpg,37,2105,6,7,111,162,1384,2836,116,4439,3624,2426,126,3208,4863,4758
2105,037.Acadian_Flycatcher/Acadian_Flycatcher_0004_795623.jpg,37,2106,4,15,18,543,870,2274,4980,4751,1622,4354,4058,3156,4624,91
2109,037.Acadian_Flycatcher/Acadian_Flycatcher_0040_795629.jpg,37,2110,7,28,45,780,996,2890,1741,5268,5183,623,4176,4649,1017,5975
2112,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0004_29701.jpg,38,2113,0,14,98,508,1383,1053,2848,4810,5837,2184,4637,5419,5973,2452
2113,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0108_29712.jpg,38,2114,4,15,123,311,543,2257,2868,3,1321,5206,4777,4735,3678,4538
2114,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0084_29716.jpg,38,2115,5,30,87,174,1208,2785,1439,3659,1463,5162,3356,78,2764,5820
2115,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0040_29447.jpg,38,2116,5,8,22,530,695,3104,1614,5549,840,296,1734,2429,5826,1886
2116,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0038_29533.jpg,38,2117,5,30,99,357,587,30,287,2520,1138,5157,5127,3252,5192,5810
2117,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0087_29252.jpg,38,2118,7,13,36,66,889,3588,1874,147,3171,5226,2603,3649,5978,814
2120,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0050_29786.jpg,38,2121,5,8,68,202,1363,4077,4017,5396,1151,588,3504,445,4309,2339
2121,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0070_29455.jpg,38,2122,1,11,13,142,684,4126,3489,2574,4900,2283,3951,2983,3009,250
2123,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0105_29456.jpg,38,2124,3,9,0,367,1782,404,2481,4702,1276,2935,3606,5191,2177,2684
2124,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0019_29801.jpg,38,2125,4,3,41,497,686,1577,787,1451,2193,2330,210,3612,5610,4458
2129,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0099_29305.jpg,38,2130,5,30,12,432,203,1952,3664,3513,256,3507,3533,3417,5360,4250
2132,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0009_29831.jpg,38,2133,7,13,97,74,246,1348,3066,2044,3206,1331,1293,2563,4504,1456
2135,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0067_29384.jpg,38,2136,4,15,123,311,845,1075,3201,5136,3965,841,5460,4853,3804,3042
2136,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0006_29362.jpg,38,2137,5,30,12,432,203,1952,3664,3513,3387,5637,2055,485,1734,2489
2137,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0085_29812.jpg,38,2138,5,5,109,446,725,859,4868,2800,785,5440,828,746,3729,4467
2139,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0049_29474.jpg,38,2140,7,6,104,475,1206,3671,1390,4129,307,2971,1435,1749,2367,1251
2143,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0068_29416.jpg,38,2144,4,3,69,31,419,43,275,5005,920,4915,2349,4508,5251,3029
2146,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0082_29445.jpg,38,2147,4,29,82,595,223,3377,806,2140,3470,3741,3503,5889,229,583
2148,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0023_29481.jpg,38,2149,6,2,33,39,1412,1016,4113,1495,5675,2040,1275,2990,2004,5329
2150,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0066_29488.jpg,38,2151,5,8,68,234,370,1005,648,1418,3945,1763,277,3753,4113,2624
2151,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0136_29490.jpg,38,2152,4,15,18,151,71,1298,4710,1092,4591,3593,768,1458,4468,4531
2153,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0107_29501.jpg,38,2154,1,17,115,741,576,1812,896,5356,2901,261,3211,5164,5561,2965
2154,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0063_29507.jpg,38,2155,0,14,55,531,1039,2113,3025,122,4819,4267,4682,4019,3751,4673
2156,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0086_29518.jpg,38,2157,4,29,82,691,514,2926,4438,79,1060,4112,3679,2715,4749,3226
2158,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0058_29523.jpg,38,2159,1,17,48,224,1892,2855,2196,5254,5509,14,576,600,1154,3764
2160,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0027_29532.jpg,38,2161,6,7,127,606,1122,2799,1451,3729,5318,2972,2845,550,688,446
2164,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0092_29583.jpg,38,2165,1,11,84,607,697,4107,513,1164,3806,424,4031,933,2976,3477
2165,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0048_29586.jpg,38,2166,7,6,71,365,2152,2340,136,2454,5751,1952,3096,3476,4071,2150
2166,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0089_29592.jpg,38,2167,0,10,89,490,1536,3784,2901,2870,1313,3162,1156,3663,3133,4513
2168,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0069_29603.jpg,38,2169,4,15,3,107,479,164,3721,1769,5031,5034,3821,3951,3392,4437
2171,039.Least_Flycatcher/Least_Flycatcher_0036_30213.jpg,39,2172,0,10,89,490,1640,3387,1812,2303,2136,3116,2801,1105,1983,2266
2172,039.Least_Flycatcher/Least_Flycatcher_0060_30214.jpg,39,2173,5,5,67,679,317,715,1595,2059,2989,173,1401,5850,185,4465
2173,039.Least_Flycatcher/Least_Flycatcher_0001_30221.jpg,39,2174,3,4,56,722,1940,219,1721,4603,3308,4935,5364,4148,4867,5608
2174,039.Least_Flycatcher/Least_Flycatcher_0011_30222.jpg,39,2175,3,9,0,8,1670,2252,3223,127,4905,948,5098,2130,3909,2478
2175,039.Least_Flycatcher/Least_Flycatcher_0024_30230.jpg,39,2176,4,29,32,285,2197,3176,923,1729,765,3951,5646,4732,1726,2780
2176,039.Least_Flycatcher/Least_Flycatcher_0096_30233.jpg,39,2177,0,26,106,321,2375,3492,2849,4615,3102,2096,605,2979,2597,376
2177,039.Least_Flycatcher/Least_Flycatcher_0013_30240.jpg,39,2178,2,19,113,502,2158,2854,392,4843,4631,4255,5512,4567,1774,1934
2180,039.Least_Flycatcher/Least_Flycatcher_0034_30151.jpg,39,2181,7,13,97,74,246,1348,1558,2445,5017,1442,960,4612,5325,538
2181,039.Least_Flycatcher/Least_Flycatcher_0095_30277.jpg,39,2182,5,30,12,72,1794,102,262,83,1336,2378,1630,3822,4773,1009
2184,039.Least_Flycatcher/Least_Flycatcher_0077_30296.jpg,39,2185,0,21,118,724,560,3924,3090,2799,5226,546,4843,3217,157,2998
2186,039.Least_Flycatcher/Least_Flycatcher_0092_30154.jpg,39,2187,3,4,56,710,1708,2960,3281,2052,5407,3366,683,3357,1807,3890
2190,039.Least_Flycatcher/Least_Flycatcher_0064_30328.jpg,39,2191,3,9,112,212,1480,1479,1398,4370,5651,3179,1063,2260,2322,2082
2191,039.Least_Flycatcher/Least_Flycatcher_0100_30338.jpg,39,2192,6,7,127,606,1866,332,2733,2183,4943,4603,1421,4686,3849,5921
2195,039.Least_Flycatcher/Least_Flycatcher_0021_30355.jpg,39,2196,0,21,118,673,2067,454,3988,4353,725,3193,2710,2711,2560,4506
2196,039.Least_Flycatcher/Least_Flycatcher_0065_30357.jpg,39,2197,1,12,19,656,1471,3162,2173,1162,4851,5016,5306,3486,4978,2336
2197,039.Least_Flycatcher/Least_Flycatcher_0019_30358.jpg,39,2198,5,8,62,420,1825,1858,2268,4591,3680,3671,3666,162,3074,2187
2198,039.Least_Flycatcher/Least_Flycatcher_0049_30361.jpg,39,2199,6,2,10,235,2062,3779,2742,3557,3959,5278,5843,5940,713,2213
2201,039.Least_Flycatcher/Least_Flycatcher_0076_30117.jpg,39,2202,3,4,56,127,1629,1484,4961,2483,2868,99,2664,3743,2393,1
2204,039.Least_Flycatcher/Least_Flycatcher_0081_30380.jpg,39,2205,4,0,29,219,69,1984,1348,3315,573,5625,4004,4922,4332,1277
2207,039.Least_Flycatcher/Least_Flycatcher_0047_30393.jpg,39,2208,5,27,15,11,2319,2681,2576,4158,1458,3093,3253,3013,3374,541
2209,039.Least_Flycatcher/Least_Flycatcher_0067_30397.jpg,39,2210,7,13,97,542,1183,1651,2090,3297,3843,5113,1212,2561,997,3217
2213,039.Least_Flycatcher/Least_Flycatcher_0070_30147.jpg,39,2214,5,27,15,11,2319,2681,2621,2455,4641,1995,2674,992,2919,2243
2214,039.Least_Flycatcher/Least_Flycatcher_0010_30149.jpg,39,2215,1,20,51,313,2363,54,4556,1767,5747,5750,105,2370,87,1993
2216,039.Least_Flycatcher/Least_Flycatcher_0082_30132.jpg,39,2217,1,17,124,405,240,1792,3661,2257,1722,2336,2161,2409,1194,5579
2219,039.Least_Flycatcher/Least_Flycatcher_0026_30434.jpg,39,2220,3,9,112,557,496,1843,1247,983,5145,3109,4460,3319,168,3706
2220,039.Least_Flycatcher/Least_Flycatcher_0093_30435.jpg,39,2221,4,15,123,311,1071,1875,4496,332,2920,5889,1463,3820,3023,5009
2223,039.Least_Flycatcher/Least_Flycatcher_0063_30190.jpg,39,2224,3,9,0,258,2236,1729,4713,2104,3722,5354,5155,4970,3036,239
2224,039.Least_Flycatcher/Least_Flycatcher_0033_30449.jpg,39,2225,0,14,98,744,1373,3534,63,819,1516,2720,3551,3678,2730,2312
2226,039.Least_Flycatcher/Least_Flycatcher_0099_30200.jpg,39,2227,4,29,82,691,621,1722,4956,423,486,4021,91,5808,579,3319
2227,039.Least_Flycatcher/Least_Flycatcher_0080_30457.jpg,39,2228,3,4,56,710,1910,4117,552,4660,1604,4545,4533,2528,1599,2174
2231,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0054_30732.jpg,40,2232,4,29,82,691,621,2037,2657,1983,5379,1516,3982,3051,5098,490
2232,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0064_30485.jpg,40,2233,7,6,8,154,1354,192,3176,5511,4503,2039,5525,1707,1454,3325
2234,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0070_30490.jpg,40,2235,7,13,97,542,1728,223,3371,103,1309,3362,3005,2556,1456,3601
2236,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0067_30749.jpg,40,2237,5,5,109,358,1668,2724,2751,2364,1672,1552,959,184,5478,895
2237,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0078_30752.jpg,40,2238,5,5,109,378,910,3109,3765,3532,5025,293,5304,5004,77,240
2239,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0080_30515.jpg,40,2240,4,29,14,112,1446,3430,2631,755,4815,5679,4152,1176,5035,346
2240,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0002_30776.jpg,40,2241,0,14,98,252,620,1019,2074,2093,1650,3347,1669,3957,3724,2061
2242,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0037_30784.jpg,40,2243,6,2,10,599,1419,2088,426,4219,5451,3661,4602,2360,3566,405
2244,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0033_30532.jpg,40,2245,0,26,106,259,1173,2539,1302,676,1093,5631,1068,5337,304,981
2245,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0059_30536.jpg,40,2246,3,9,112,212,1011,2090,2068,1091,453,2119,4950,4706,3099,513
2246,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0061_30540.jpg,40,2247,0,26,106,760,1980,3851,1331,4194,3112,3251,927,1875,2109,3393
2247,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0035_30799.jpg,40,2248,0,14,98,324,1219,3114,4689,2516,3805,4836,4080,1851,1834,263
2250,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0005_30734.jpg,40,2251,4,29,82,691,1976,930,1338,4923,648,2462,2906,4020,2324,3106
2252,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0022_30551.jpg,40,2253,5,8,68,429,1584,1190,1971,4041,5574,1261,2742,3836,1149,835
2253,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0086_30553.jpg,40,2254,0,10,89,100,1459,3366,271,4476,2809,4583,5118,4117,2476,5583
2254,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0076_30555.jpg,40,2255,2,1,20,165,1745,1140,985,4363,1613,2733,5546,1186,2461,380
2258,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0040_30620.jpg,40,2259,4,29,82,675,280,1515,455,1590,5672,5151,932,3258,3617,3430
2260,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0052_30639.jpg,40,2261,4,0,29,403,2075,588,1008,3316,4112,1735,5161,795,578,5786
2261,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0071_30647.jpg,40,2262,7,13,97,542,1728,223,657,3969,4011,5219,638,4233,2946,4447
2262,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0014_30651.jpg,40,2263,0,26,106,196,1001,2315,4641,2494,3320,4464,1563,4497,2163,5808
2265,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0012_796876.jpg,40,2266,7,13,97,542,261,78,5182,2301,2495,494,4800,4655,2378,2210
2266,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0001_30669.jpg,40,2267,0,21,83,35,1052,3480,2994,3341,3007,5801,2119,152,1518,5806
2269,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0034_30672.jpg,40,2270,6,2,35,353,1884,156,2280,1752,3815,5634,5320,4367,3314,1958
2270,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0020_796881.jpg,40,2271,5,5,38,682,412,71,4795,1920,1009,4922,2098,4577,3002,3983
2271,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0018_796882.jpg,40,2272,0,10,88,408,1498,2806,2216,4072,2887,1794,5231,275,3395,4995
2274,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0009_796885.jpg,40,2275,5,5,109,19,876,641,1963,1966,242,4551,585,34,5970,4638
2276,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0023_796887.jpg,40,2277,5,8,68,429,1196,3647,4072,4324,5137,59,1215,5900,136,2517
2278,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0049_796889.jpg,40,2279,6,7,127,307,2266,2283,3623,669,3121,5142,2100,2088,3463,886
2285,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0017_30704.jpg,40,2286,6,2,33,39,1790,17,4578,1687,522,809,2447,1252,4886,142
2288,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0016_30717.jpg,40,2289,7,28,28,319,1847,718,3389,4599,3313,2161,3111,4694,4909,2368
2290,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0098_41731.jpg,41,2291,2,19,120,600,509,942,1054,3975,4195,4433,2484,1598,4261,1382
2295,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0028_42010.jpg,41,2296,3,23,75,373,2088,2067,4377,4840,5370,2722,3770,3757,3417,1497
2298,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0038_41649.jpg,41,2299,2,31,121,536,1561,2506,2720,54,4747,3769,4376,3710,3669,3671
2300,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0035_42025.jpg,41,2301,4,15,123,624,1796,931,141,1695,2671,2952,4892,3677,4458,5796
2303,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0026_41774.jpg,41,2304,2,31,101,282,1108,496,2344,1035,524,616,2991,5707,3288,5654
2308,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0089_41810.jpg,41,2309,1,12,53,667,507,3774,4840,5457,2237,4595,3351,2555,342,1694
2310,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0069_41827.jpg,41,2311,4,15,18,186,1484,1134,354,203,5361,4406,5642,1760,5885,5308
2312,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0085_41830.jpg,41,2313,4,15,18,186,1484,3899,304,371,2714,2788,4605,4606,4923,4163
2313,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0068_41835.jpg,41,2314,4,3,69,349,2204,3831,2439,2773,5724,2574,4153,3946,4020,245
2316,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0003_41849.jpg,41,2317,1,20,51,77,1465,1372,379,1619,4509,5841,3675,3617,2401,3562
2319,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0016_42111.jpg,41,2320,1,20,51,77,1733,2320,4035,3299,540,2851,1192,706,5773,3379
2322,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0111_42118.jpg,41,2323,4,15,3,295,2341,1588,2942,1374,3905,2951,2394,5857,445,4054
2323,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0119_41879.jpg,41,2324,1,17,115,250,1955,4059,4266,1794,1694,1039,2431,1542,3003,2632
2324,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0110_42136.jpg,41,2325,2,18,57,545,959,1937,2776,2146,5780,4041,4936,5867,463,883
2325,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0115_42137.jpg,41,2326,2,1,40,413,95,2284,3587,4233,5359,383,3369,1614,4371,2292
2331,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0023_42117.jpg,41,2332,2,31,101,282,899,92,4535,2080,1079,1054,3127,1057,5280,492
2332,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0021_41931.jpg,41,2333,3,9,47,237,1460,1710,5073,5602,3325,5773,2328,1388,2075,4423
2333,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0008_41670.jpg,41,2334,0,14,98,744,541,3608,4602,2088,345,4328,3583,2905,5177,4043
2334,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0002_41762.jpg,41,2335,4,29,82,675,647,1150,4595,56,784,1112,1123,5045,397,4271
2336,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0020_41680.jpg,41,2337,4,15,123,311,845,2578,4777,1933,511,1745,5908,1525,1938,833
2338,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0106_41684.jpg,41,2339,1,20,23,192,1924,2847,2538,4043,549,4908,455,4281,210,475
2339,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0077_41688.jpg,41,2340,1,12,60,623,294,1556,3938,3578,1904,2103,994,1060,2934,4264
2341,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0062_41952.jpg,41,2342,6,25,21,709,220,3443,1620,4333,2681,5618,3278,4601,3453,3778
2342,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0126_41905.jpg,41,2343,5,5,67,78,2342,2169,4192,4379,3169,3683,68,3471,5086,671
2343,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0088_41700.jpg,41,2344,1,17,115,741,576,857,532,3331,1121,1387,998,3478,200,2065
