,label_gran_14,label_gran_13,label_gran_12,label_gran_11,label_gran_10,label_gran_9,label_gran_8,label_gran_7,label_gran_6,label_gran_5,label_gran_4,label_gran_3,label_gran_2,label_gran_1,label_gran_0,class,path
3354,9484,4742,2371,1186,593,296,148,74,37,18,9,5,3,2,1,1,Boots/Ankle/Ariat/7992771.3.jpg
3355,10341,5170,2585,1293,646,323,162,81,41,20,10,5,3,2,1,1,Boots/Ankle/Splendid/8022565.3.jpg
3356,23607,11805,5903,2953,1478,739,370,186,94,47,24,13,7,5,4,4,Boots/Mid-Calf/Chaco/7982968.289.jpg
3357,17894,8948,4474,2238,1120,560,280,141,71,36,18,10,6,4,3,3,Sandals/Flat/Salt Water Sandal by Hoy Shoes/7532556.14.jpg
3358,21729,10866,5433,2718,1360,680,341,172,87,44,22,12,7,5,4,4,Boots/Mid-Calf/Lucchese/8098752.398682.jpg
3359,33410,16709,8356,4181,2093,1049,527,265,134,68,36,20,13,11,10,10,Slippers/Slipper Flats/Acorn/8023188.19.jpg
3360,932,466,233,116,58,29,14,7,3,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/inov-8/7882286.62394.jpg
3361,34009,17008,8506,4256,2131,1068,536,270,137,70,37,21,14,12,11,11,Shoes/Boat Shoes/Sperry Top-Sider/7158233.300.jpg
3362,19633,9817,4909,2455,1228,614,307,155,78,39,20,11,6,4,3,3,Sandals/Flat/Merrell/7879690.14037.jpg
3363,21367,10685,5343,2673,1338,669,335,169,86,43,22,12,7,5,4,4,Boots/Mid-Calf/ara/8037359.216.jpg
3364,1016,508,254,127,63,31,15,7,3,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/8058932.382827.jpg
3365,31485,15745,7873,3938,1971,987,495,249,126,64,33,18,11,9,8,8,Shoes/Oxfords/Clarks/7993338.72.jpg
3366,29887,14946,7474,3739,1872,937,470,236,119,61,31,17,10,8,7,7,Boots/Knee High/Bandolino/8090035.72.jpg
3367,34777,17393,8698,4352,2179,1092,549,277,141,72,39,23,16,14,13,13,Shoes/Prewalker/Robeez/7998583.363538.jpg
3368,26288,13145,6573,3288,1645,823,413,208,105,53,27,14,8,6,5,5,Shoes/Flats/Arcopedico/7834128.401.jpg
3369,25107,12555,6278,3140,1571,786,394,198,100,51,26,14,8,6,5,5,Shoes/Flats/Cushe/7883098.8173.jpg
3370,23782,11892,5946,2974,1488,744,373,188,95,48,24,13,7,5,4,4,Boots/Mid-Calf/VOLATILE/7708926.20.jpg
3371,27971,13987,6994,3499,1751,876,440,221,112,57,29,16,9,7,6,6,Shoes/Loafers/Primigi Kids/8021132.72.jpg
3372,31695,15850,7926,3965,1985,994,499,251,127,65,34,18,11,9,8,8,Shoes/Oxfords/Paul Smith/7994065.20.jpg
3373,19705,9853,4927,2464,1233,617,309,156,79,40,20,11,6,4,3,3,Sandals/Flat/Birkenstock/7684659.159188.jpg
3374,696,348,174,87,43,21,10,5,2,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike Kids/7926616.350907.jpg
3375,945,472,236,118,59,29,14,7,3,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7903784.330802.jpg
3376,22790,11396,5698,2850,1426,713,357,180,91,46,23,12,7,5,4,4,Boots/Mid-Calf/La Canadienne/7996737.72.jpg
3377,34364,17186,8595,4300,2153,1079,542,273,138,70,37,21,14,12,11,11,Shoes/Boat Shoes/Sperry Top-Sider/7609984.352721.jpg
3378,1038,519,259,129,64,32,16,8,4,2,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Vans Kids/7977266.350176.jpg
3379,27702,13853,6927,3465,1734,867,435,219,111,57,29,16,9,7,6,6,Shoes/Loafers/Allen-Edmonds/7982892.306117.jpg
3380,30411,15208,7605,3804,1904,953,478,240,121,62,32,17,10,8,7,7,Boots/Knee High/Anne Klein/8059345.72.jpg
3381,6068,3034,1517,758,379,189,94,47,23,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/DC/7648463.767.jpg
3382,4012,2006,1003,501,250,125,62,31,15,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Merrell Kids/7973617.66485.jpg
3383,19612,9807,4904,2453,1227,614,307,155,78,39,20,11,6,4,3,3,Sandals/Flat/Naot Footwear/7128308.4565.jpg
3384,7739,3869,1934,967,483,241,120,60,30,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Teva/7960578.123538.jpg
3385,26011,13007,6504,3253,1628,814,408,205,104,53,27,14,8,6,5,5,Shoes/Flats/Munro American/7585553.84.jpg
3386,16094,8047,4024,2012,1006,503,252,127,64,32,16,9,5,3,2,2,Shoes/Heels/Pelle Moda/7154402.200.jpg
3387,13875,6938,3469,1735,868,434,217,109,55,28,14,8,5,3,2,2,Shoes/Heels/Anne Klein/8002150.1748.jpg
3388,3766,1883,941,470,235,117,58,29,14,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/8059557.183092.jpg
3389,32941,16474,8238,4121,2063,1033,519,261,132,67,35,19,12,10,9,9,Shoes/Clogs and Mules/Crocs Kids/7891115.60321.jpg
3390,14896,7448,3724,1862,931,466,233,117,59,30,15,8,5,3,2,2,Shoes/Heels/Luichiny/8039204.585.jpg
3391,14179,7090,3545,1773,887,444,222,112,57,29,15,8,5,3,2,2,Shoes/Heels/Ivanka Trump/7991593.361249.jpg
3392,4795,2397,1198,599,299,149,74,37,18,9,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Saucony Originals/7208295.513.jpg
3393,8674,4337,2168,1084,542,271,135,67,33,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Originals/7549521.372156.jpg
3394,15127,7564,3782,1891,946,473,237,119,60,30,15,8,5,3,2,2,Shoes/Heels/Anne Klein/7700491.128829.jpg
3395,12613,6306,3153,1577,788,394,197,99,50,25,12,6,3,2,1,1,Boots/Ankle/Primigi Kids/8022493.18055.jpg
3396,9052,4526,2263,1132,566,283,142,71,36,18,9,5,3,2,1,1,Boots/Ankle/Frye/7719121.262986.jpg
3397,23253,11628,5814,2908,1455,728,365,184,93,47,24,13,7,5,4,4,Boots/Mid-Calf/Frye/7572608.325.jpg
3398,588,294,147,73,36,18,9,4,2,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/DC/7215638.211832.jpg
3399,26504,13253,6627,3315,1659,830,416,209,106,54,28,15,8,6,5,5,Shoes/Flats/Fergie/8028808.2247.jpg
3400,25391,12697,6349,3176,1589,795,399,201,102,52,27,14,8,6,5,5,Shoes/Flats/Bloch/8005818.94609.jpg
3401,33042,16524,8263,4134,2070,1037,521,262,132,67,35,19,12,10,9,9,Shoes/Clogs and Mules/Dansko/7988356.89.jpg
3402,5251,2625,1312,656,328,164,82,41,20,10,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Keen Utility/7822853.219796.jpg
3403,20945,10473,5237,2619,1310,655,328,165,83,42,21,11,6,4,3,3,Sandals/Flat/Clarks/7892408.328.jpg
3404,4020,2010,1005,502,251,125,62,31,15,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance Classics/7763070.396.jpg
3405,20025,10013,5007,2504,1253,627,314,158,80,40,20,11,6,4,3,3,Sandals/Flat/Annie/8127962.10369.jpg
3406,34404,17206,8605,4305,2155,1080,542,273,138,70,37,21,14,12,11,11,Shoes/Boat Shoes/Sperry Top-Sider/7609984.245539.jpg
3407,6792,3396,1698,849,424,212,106,53,26,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Keen Kids/7801399.32063.jpg
3408,20423,10212,5106,2554,1278,639,320,161,81,41,21,11,6,4,3,3,Sandals/Flat/Havaianas/7783612.3.jpg
3409,3636,1818,909,454,227,113,56,28,14,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Wilson/7885273.755.jpg
3410,16367,8184,4092,2046,1023,512,256,129,65,33,17,9,5,3,2,2,Shoes/Heels/Munro American/8030436.1986.jpg
3411,30369,15187,7594,3799,1902,952,478,240,121,62,32,17,10,8,7,7,Boots/Knee High/Versace Collection/8010446.44833.jpg
3412,12316,6158,3079,1540,770,385,193,97,49,24,12,6,3,2,1,1,Boots/Ankle/O'Neill/7567907.106586.jpg
3413,9429,4714,2357,1179,589,294,147,74,37,18,9,5,3,2,1,1,Boots/Ankle/Sorel/7982301.41122.jpg
3414,23696,11849,5925,2964,1483,742,372,187,95,48,24,13,7,5,4,4,Boots/Mid-Calf/Beeko/7999613.7.jpg
3415,10324,5162,2581,1291,645,322,161,81,41,20,10,5,3,2,1,1,Boots/Ankle/Stride Rite/8089406.401.jpg
3416,17997,8999,4500,2251,1126,563,282,142,72,36,18,10,6,4,3,3,Sandals/Flat/DV by Dolce Vita/7943201.425495.jpg
3417,19641,9821,4911,2456,1229,615,308,155,78,39,20,11,6,4,3,3,Sandals/Flat/Annie/7308872.17744.jpg
3418,21421,10712,5356,2679,1341,671,336,169,86,43,22,12,7,5,4,4,Boots/Mid-Calf/Khombu Kids/8036167.14.jpg
3419,17063,8532,4266,2133,1067,534,267,134,68,34,17,9,5,3,2,2,Shoes/Heels/Stuart Weitzman Bridal & Evening Collection/7881408.331478.jpg
3420,5200,2600,1300,650,325,162,81,40,20,10,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Puma Kids/7891796.323457.jpg
3421,28836,14420,7211,3607,1805,903,453,228,115,59,30,16,9,7,6,6,Shoes/Loafers/Cole Haan/8061689.3.jpg
3422,33685,16846,8424,4215,2110,1057,531,267,135,69,36,20,13,11,10,10,Slippers/Slipper Flats/Giesswein/7975579.19.jpg
3423,16227,8114,4057,2029,1015,508,254,128,65,33,17,9,5,3,2,2,Shoes/Heels/BCBGMAXAZRIA/8076822.391328.jpg
3424,2913,1456,728,364,182,91,45,22,11,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Keen Kids/8068201.387199.jpg
3425,6798,3399,1699,849,424,212,106,53,26,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7764653.57582.jpg
3426,22888,11445,5723,2863,1433,717,359,181,92,46,23,12,7,5,4,4,Boots/Mid-Calf/EMU Australia Kids/7968031.21134.jpg
3427,17366,8684,4342,2172,1087,544,272,137,69,35,18,10,6,4,3,3,Sandals/Flat/Dyeables/7943977.343929.jpg
3428,6093,3046,1523,761,380,190,95,47,23,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Vans/7255074.385205.jpg
3429,2935,1467,733,366,183,91,45,22,11,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance Classics/117623.353106.jpg
3430,2778,1389,694,347,173,86,43,21,10,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/8017835.292147.jpg
3431,32525,16266,8134,4069,2037,1020,512,258,130,66,35,19,12,10,9,9,Shoes/Clogs and Mules/The North Face/7999229.363714.jpg
3432,32219,16113,8058,4031,2018,1011,508,256,129,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Dansko/8086168.174745.jpg
3433,33815,16911,8457,4231,2118,1061,533,268,135,69,36,20,13,11,10,10,Slippers/Slipper Flats/Acorn/7149850.27877.jpg
3434,1909,954,477,238,119,59,29,14,7,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7925401.337485.jpg
3435,27696,13850,6926,3465,1734,867,435,219,111,57,29,16,9,7,6,6,Shoes/Loafers/Clarks/7343941.492.jpg
3436,28851,14427,7214,3609,1806,903,453,228,115,59,30,16,9,7,6,6,Shoes/Loafers/Venettini Kids/8039933.376209.jpg
3437,278,139,69,34,17,8,4,2,1,0,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Saucony Kids/7992570.16812.jpg
3438,31671,15838,7920,3962,1983,993,498,250,126,64,33,18,11,9,8,8,Shoes/Oxfords/Sperry Top-Sider/7969748.351761.jpg
3439,11501,5750,2875,1438,719,359,180,90,45,22,11,6,3,2,1,1,Boots/Ankle/UGG Collection/8032034.3.jpg
3440,1989,994,497,248,124,62,31,15,7,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/The North Face/7999213.281183.jpg
3441,14739,7370,3685,1843,922,461,231,116,59,30,15,8,5,3,2,2,Shoes/Heels/Pikolinos/8017094.3.jpg
3442,556,278,139,69,34,17,8,4,2,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Vivienne Westwood/8005206.3.jpg
3443,31846,15926,7964,3984,1994,998,501,252,127,65,34,18,11,9,8,8,Shoes/Oxfords/Not Rated/8112657.20.jpg
3444,23068,11535,5768,2885,1444,722,362,182,92,46,23,12,7,5,4,4,Boots/Mid-Calf/Anne Klein/8072612.72.jpg
3445,14868,7434,3717,1859,930,465,233,117,59,30,15,8,5,3,2,2,Shoes/Heels/rsvp/8044109.186802.jpg
3446,10565,5282,2641,1321,660,330,165,83,42,21,10,5,3,2,1,1,Boots/Ankle/Gentle Souls/7834924.1430.jpg
3447,27133,13568,6785,3394,1699,850,427,215,109,56,29,16,9,7,6,6,Shoes/Loafers/LifeStride/7980663.296918.jpg
3448,29013,14508,7255,3629,1816,908,456,229,116,59,30,16,9,7,6,6,Shoes/Loafers/Fratelli/7993216.3.jpg
3449,18756,9379,4690,2346,1174,587,294,148,75,38,19,10,6,4,3,3,Sandals/Flat/Naughty Monkey/8112748.3.jpg
3450,33869,16938,8470,4238,2122,1063,534,269,136,69,36,20,13,11,10,10,Slippers/Slipper Flats/Patricia Green/7569904.14.jpg
3451,17757,8879,4440,2221,1111,556,278,140,71,36,18,10,6,4,3,3,Sandals/Flat/Brighton/7917375.7907.jpg
3452,25696,12849,6425,3214,1608,804,403,203,103,52,27,14,8,6,5,5,Shoes/Flats/Sofft/8013603.314.jpg
3453,17484,8743,4372,2187,1094,547,274,138,70,35,18,10,6,4,3,3,Sandals/Flat/Diane Von Furstenberg/7967859.214098.jpg
3454,23128,11565,5783,2893,1448,724,363,183,93,47,24,13,7,5,4,4,Boots/Mid-Calf/Harley-Davidson/8009051.3.jpg
3455,32615,16311,8157,4081,2043,1023,514,259,131,67,35,19,12,10,9,9,Shoes/Clogs and Mules/SoftWalk/7820473.184651.jpg
3456,26159,13081,6541,3272,1637,819,411,207,105,53,27,14,8,6,5,5,Shoes/Flats/MICHAEL Michael Kors Kids/8042235.325.jpg
3457,22485,11244,5622,2812,1407,704,353,178,90,45,23,12,7,5,4,4,Boots/Mid-Calf/Timberland/7664597.172.jpg
3458,20042,10022,5011,2506,1254,627,314,158,80,40,20,11,6,4,3,3,Sandals/Flat/Salt Water Sandal by Hoy Shoes/7532567.193781.jpg
3459,17827,8914,4457,2229,1115,558,279,141,71,36,18,10,6,4,3,3,Sandals/Flat/Think!/7925713.38751.jpg
3460,25383,12693,6347,3175,1589,795,399,201,102,52,27,14,8,6,5,5,Shoes/Flats/Bloch/7136732.14.jpg
3461,3360,1680,840,420,210,105,52,26,13,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/ASICS/7976396.352486.jpg
3462,31721,15863,7932,3968,1986,994,499,251,127,65,34,18,11,9,8,8,Shoes/Oxfords/Mephisto/113614.21680.jpg
3463,18834,9418,4709,2355,1178,589,295,149,75,38,19,10,6,4,3,3,Sandals/Flat/Athena Alexander/7790656.552.jpg
3464,33506,16757,8380,4193,2099,1052,528,266,134,68,36,20,13,11,10,10,Slippers/Slipper Flats/Daniel Green/8029160.158.jpg
3465,31543,15774,7888,3946,1975,989,496,249,126,64,33,18,11,9,8,8,Shoes/Oxfords/To Boot New York/7821433.3259.jpg
3466,4940,2470,1235,617,308,154,77,38,19,9,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7965871.351025.jpg
3467,29366,14685,7343,3673,1839,920,462,232,117,60,31,17,10,8,7,7,Boots/Knee High/Rockport/7996781.40096.jpg
3468,30498,15251,7626,3815,1910,956,480,241,122,62,32,17,10,8,7,7,Boots/Knee High/Hunter Kids/7712275.559.jpg
3469,14551,7276,3638,1819,910,455,228,115,58,29,15,8,5,3,2,2,Shoes/Heels/Ziera/7892779.326775.jpg
3470,32106,16056,8029,4017,2011,1007,506,255,129,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Crocs/7153812.423.jpg
3471,24737,12370,6185,3094,1548,774,388,195,99,50,26,14,8,6,5,5,Shoes/Flats/Arcopedico/7999443.3.jpg
3472,14796,7398,3699,1850,925,463,232,117,59,30,15,8,5,3,2,2,Shoes/Heels/BCBGeneration/7688403.20704.jpg
3473,27435,13719,6860,3432,1718,859,431,217,110,56,29,16,9,7,6,6,Shoes/Loafers/Bella-Vita/8016213.368440.jpg
3474,5730,2865,1432,716,358,179,89,44,22,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7903784.221437.jpg
3475,10471,5235,2618,1309,654,327,164,82,41,20,10,5,3,2,1,1,Boots/Ankle/Romika/8009411.3.jpg
3476,23829,11916,5958,2980,1491,746,374,188,95,48,24,13,7,5,4,4,Boots/Mid-Calf/Merrell/7987336.298.jpg
3477,5851,2925,1462,731,365,182,91,45,22,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Teva Kids/7883036.123538.jpg
3478,14579,7290,3645,1823,912,456,228,115,58,29,15,8,5,3,2,2,Shoes/Heels/Steve Madden/8130748.1141.jpg
3479,22646,11324,5662,2832,1417,709,355,179,91,46,23,12,7,5,4,4,Boots/Mid-Calf/Khombu/7819491.60041.jpg
3480,3474,1737,868,434,217,108,54,27,13,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/BOSS Orange/8107500.325.jpg
3481,29914,14959,7480,3742,1873,937,470,236,119,61,31,17,10,8,7,7,Boots/Knee High/Vince Camuto/8026526.11414.jpg
3482,3520,1760,880,440,220,110,55,27,13,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS KIDS/8006908.2557.jpg
3483,29053,14528,7265,3634,1819,910,457,230,116,59,30,16,9,7,6,6,Shoes/Loafers/Naot Footwear/7671377.247361.jpg
3484,33173,16590,8296,4151,2078,1041,523,263,133,68,36,20,13,11,10,10,Slippers/Slipper Flats/Acorn/7695823.113859.jpg
3485,3605,1802,901,450,225,112,56,28,14,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Cole Haan/7746510.3.jpg
3486,32553,16280,8141,4073,2039,1021,513,258,130,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Timberland PRO/7576260.297085.jpg
3487,1718,859,429,214,107,53,26,13,6,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike Kids/8047043.39179.jpg
3488,15999,8000,4000,2000,1000,500,250,126,64,32,16,9,5,3,2,2,Shoes/Heels/Nine West/7777410.1915.jpg
3489,14372,7186,3593,1797,899,450,225,113,57,29,15,8,5,3,2,2,Shoes/Heels/Cole Haan/7795003.397059.jpg
3490,2434,1217,608,304,152,76,38,19,9,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/The North Face/7896035.285046.jpg
3491,27590,13797,6899,3451,1727,864,434,218,110,56,29,16,9,7,6,6,Shoes/Loafers/Mephisto/7506854.7164.jpg
3492,34243,17125,8564,4285,2145,1075,540,272,138,70,37,21,14,12,11,11,Shoes/Boat Shoes/Sebago/8045576.375852.jpg
3493,7027,3513,1756,878,439,219,109,54,27,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Diesel/8085790.106860.jpg
3494,31926,15966,7984,3994,1999,1001,502,252,127,65,34,18,11,9,8,8,Shoes/Oxfords/Original Penguin/7715664.325.jpg
3495,7709,3854,1927,963,481,240,120,60,30,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/DC Kids/7270338.311941.jpg
3496,30624,15314,7658,3831,1918,960,482,242,122,62,32,17,10,8,7,7,Boots/Knee High/Joe's Jeans/8044515.72.jpg
3497,22630,11316,5658,2830,1416,708,355,179,91,46,23,12,7,5,4,4,Boots/Mid-Calf/Bates Riding Collection/8059721.3.jpg
3498,25689,12846,6423,3213,1608,804,403,203,103,52,27,14,8,6,5,5,Shoes/Flats/Pablosky Kids/8029607.401.jpg
3499,314,157,78,39,19,9,4,2,1,0,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Chrome/7738758.401.jpg
3500,10935,5467,2734,1367,683,341,171,86,43,21,10,5,3,2,1,1,Boots/Ankle/Frye/7970244.248973.jpg
3501,5266,2633,1316,658,329,164,82,41,20,10,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Keds/7215205.720.jpg
3502,2109,1054,527,263,131,65,32,16,8,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Converse Kids/8035342.374811.jpg
3503,16046,8023,4012,2006,1003,502,251,126,64,32,16,9,5,3,2,2,Shoes/Heels/Naot Footwear/7922054.185879.jpg
3504,7823,3911,1955,977,488,244,122,61,30,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Originals/7289976.296447.jpg
3505,1169,584,292,146,73,36,18,9,4,2,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Keen Kids/7801441.3.jpg
3506,3216,1608,804,402,201,100,50,25,12,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Pearl Izumi/7815138.109475.jpg
3507,13538,6769,3385,1693,847,424,212,107,54,27,14,8,5,3,2,2,Shoes/Heels/Ivanka Trump/8073194.106.jpg
3508,29272,14638,7320,3662,1833,917,460,231,117,60,31,17,10,8,7,7,Boots/Knee High/Cole Haan/8000918.245961.jpg
3509,18135,9068,4534,2268,1135,568,284,143,72,36,18,10,6,4,3,3,Sandals/Flat/Teva/7724766.7606.jpg
3510,7034,3517,1758,879,439,219,109,54,27,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7729844.744.jpg
3511,19050,9526,4763,2382,1192,596,298,150,76,38,19,10,6,4,3,3,Sandals/Flat/Clarks/8079975.72.jpg
3512,11503,5751,2876,1438,719,359,180,90,45,22,11,6,3,2,1,1,Boots/Ankle/Kenneth Cole New York/8021963.6.jpg
3513,20308,10155,5078,2540,1271,636,318,160,81,41,21,11,6,4,3,3,Sandals/Flat/A Line/8028144.99325.jpg
3514,20986,10494,5247,2624,1313,657,329,166,84,42,21,11,6,4,3,3,Sandals/Flat/Naot Footwear/7622094.232961.jpg
3515,13847,6924,3462,1731,866,433,217,109,55,28,14,8,5,3,2,2,Shoes/Heels/Calvin Klein/7759102.3.jpg
3516,16636,8318,4159,2080,1040,520,260,131,66,33,17,9,5,3,2,2,Shoes/Heels/Wolky/8024872.85.jpg
3517,21864,10933,5467,2735,1369,685,343,173,88,44,22,12,7,5,4,4,Boots/Mid-Calf/Kamik/7998407.325.jpg
3518,1203,601,300,150,75,37,18,9,4,2,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/DC Kids/7773147.222395.jpg
3519,30303,15154,7578,3791,1898,950,477,240,121,62,32,17,10,8,7,7,Boots/Knee High/Cole Haan/8000913.7686.jpg
3520,15856,7928,3964,1982,991,496,248,125,63,32,16,9,5,3,2,2,Shoes/Heels/Stuart Weitzman/8064106.591.jpg
3521,12139,6069,3035,1518,759,379,190,95,48,24,12,6,3,2,1,1,Boots/Ankle/Eric Michael/8020609.652.jpg
3522,13761,6881,3441,1721,861,431,216,109,55,28,14,8,5,3,2,2,Shoes/Heels/Sam Edelman/7873633.379012.jpg
3523,6353,3176,1588,794,397,198,99,49,24,12,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Vans Kids/7852238.389005.jpg
3524,16192,8096,4048,2024,1012,506,253,127,64,32,16,9,5,3,2,2,Shoes/Heels/Nine West/8113130.973.jpg
3525,16493,8247,4124,2062,1031,516,258,130,66,33,17,9,5,3,2,2,Shoes/Heels/Nine West/8076649.59926.jpg
3526,9580,4790,2395,1198,599,299,150,75,38,19,9,5,3,2,1,1,Boots/Ankle/Timberland PRO/7977816.6.jpg
3527,8021,4010,2005,1002,501,250,125,62,31,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Superga/7423619.336.jpg
3528,22971,11487,5744,2873,1438,719,360,181,92,46,23,12,7,5,4,4,Boots/Mid-Calf/Dan Post Kids/8003890.585.jpg
3529,20173,10087,5044,2523,1262,631,316,159,80,40,20,11,6,4,3,3,Sandals/Flat/Reef/7501291.183242.jpg
3530,27078,13540,6770,3386,1694,847,425,214,108,55,28,15,8,6,5,5,Shoes/Flats/MIA Limited Edition/8038973.72.jpg
3531,23970,11986,5993,2998,1500,750,376,189,96,48,24,13,7,5,4,4,Boots/Mid-Calf/Steve Madden/8112979.72.jpg
3532,26862,13432,6716,3359,1681,841,422,212,107,54,28,15,8,6,5,5,Shoes/Flats/Rocket Dog/7867401.372862.jpg
3533,28106,14055,7028,3516,1760,880,442,222,112,57,29,16,9,7,6,6,Shoes/Loafers/Minnetonka Kids/7781011.231.jpg
3534,14032,7016,3508,1754,877,439,220,111,56,28,14,8,5,3,2,2,Shoes/Heels/rsvp/8013954.1141.jpg
3535,33849,16928,8465,4235,2120,1062,533,268,135,69,36,20,13,11,10,10,Slippers/Slipper Flats/Irish Setter/7823636.432.jpg
3536,14381,7191,3596,1798,899,450,225,113,57,29,15,8,5,3,2,2,Shoes/Heels/Naot Footwear/7563156.247322.jpg
3537,29906,14955,7478,3741,1873,937,470,236,119,61,31,17,10,8,7,7,Boots/Knee High/Nine West/8046448.231.jpg
3538,16621,8311,4156,2078,1039,520,260,131,66,33,17,9,5,3,2,2,Shoes/Heels/Bandolino/8090041.346803.jpg
3539,18683,9342,4671,2336,1169,585,293,148,75,38,19,10,6,4,3,3,Sandals/Flat/Bass/102307.298.jpg
3540,12469,6234,3117,1559,779,389,195,98,49,24,12,6,3,2,1,1,Boots/Ankle/Call it SPRING/8051855.401.jpg
3541,11695,5847,2924,1462,731,365,183,92,46,23,11,6,3,2,1,1,Boots/Ankle/Born/7988439.3.jpg
3542,12112,6056,3028,1514,757,378,189,95,48,24,12,6,3,2,1,1,Boots/Ankle/Promiscuous/8030554.1334.jpg
3543,233,116,58,29,14,7,3,1,0,0,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Vans/7179711.24154.jpg
3544,30909,15457,7729,3866,1935,969,486,244,123,63,33,18,11,9,8,8,Shoes/Oxfords/Allen-Edmonds/7559070.60.jpg
3545,5871,2935,1467,733,366,183,91,45,22,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Polo Ralph Lauren/7728905.38560.jpg
3546,13178,6589,3295,1648,824,412,206,104,53,27,14,8,5,3,2,2,Shoes/Heels/Trotters/7881117.184651.jpg
3547,10053,5026,2513,1257,628,314,157,79,40,20,10,5,3,2,1,1,Boots/Ankle/Rockport/7731094.18885.jpg
3548,4707,2353,1176,588,294,147,73,36,18,9,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7727184.744.jpg
3549,13096,6548,3274,1637,818,409,205,103,52,26,13,7,4,2,1,1,Boots/Ankle/Keen Kids/7968224.351979.jpg
3550,16332,8166,4083,2042,1021,511,256,129,65,33,17,9,5,3,2,2,Shoes/Heels/Soft Style/7828637.1748.jpg
3551,1962,981,490,245,122,61,30,15,7,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/inov-8/7618598.164574.jpg
3552,4105,2052,1026,513,256,128,64,32,16,8,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Reebok Kids/7979514.356961.jpg
3553,12339,6169,3085,1543,771,385,193,97,49,24,12,6,3,2,1,1,Boots/Ankle/Chippewa/8080968.20.jpg
